epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,17012.2,1.4608,1.22278,1.08774,0.51311,0.59458,0.53483,0.36996,1.4215,1.22143,1.07024,0.000639027,0.000639027,0.000639027
17,17929.2,1.43546,1.22707,1.07421,0.54826,0.59882,0.53188,0.36158,1.45513,1.22485,1.09554,0.000621029,0.000621029,0.000621029
18,18833.1,1.45033,1.22166,1.08095,0.51167,0.59997,0.55041,0.38865,1.42963,1.21828,1.08167,0.000603031,0.000603031,0.000603031
19,19746,1.46196,1.23018,1.08964,0.48388,0.55626,0.54119,0.38362,1.41624,1.21592,1.06693,0.000585032,0.000585032,0.000585032
20,20629.8,1.45902,1.20337,1.0785,0.62993,0.5514,0.58425,0.41316,1.41479,1.20517,1.06998,0.000567034,0.000567034,0.000567034
21,21542.2,1.42668,1.21436,1.06736,0.63174,0.55438,0.56974,0.3975,1.40562,1.18848,1.06661,0.000549036,0.000549036,0.000549036
22,22514.5,1.44174,1.22232,1.07795,0.57889,0.57794,0.59101,0.42356,1.39402,1.17973,1.05692,0.000531038,0.000531038,0.000531038
23,23363.8,1.44312,1.18794,1.07133,0.62826,0.5838,0.59569,0.4118,1.41505,1.19754,1.06407,0.00051304,0.00051304,0.00051304
24,24185.3,1.41688,1.16825,1.06787,0.54957,0.65097,0.59025,0.4275,1.39738,1.16189,1.06144,0.000495041,0.000495041,0.000495041
25,25013,1.40999,1.16607,1.06064,0.62012,0.59771,0.60449,0.4279,1.38862,1.17972,1.0621,0.000477043,0.000477043,0.000477043
26,25888.1,1.41843,1.17798,1.07331,0.58853,0.61066,0.60308,0.41507,1.41099,1.1625,1.0672,0.000459045,0.000459045,0.000459045
27,26868.1,1.41322,1.17221,1.06632,0.62268,0.64679,0.60254,0.43428,1.38278,1.16951,1.04901,0.000441047,0.000441047,0.000441047
28,27868.5,1.41974,1.14861,1.06749,0.65269,0.5734,0.61427,0.42959,1.39333,1.15658,1.05648,0.000423049,0.000423049,0.000423049
29,28913.2,1.39817,1.1417,1.05971,0.57347,0.64234,0.60912,0.42914,1.38639,1.15324,1.06116,0.00040505,0.00040505,0.00040505
30,30201.3,1.40222,1.13565,1.05925,0.62104,0.62618,0.61164,0.4355,1.38696,1.15933,1.06796,0.000387052,0.000387052,0.000387052
31,31814.1,1.38614,1.16147,1.06074,0.58508,0.67467,0.62031,0.45072,1.39497,1.15333,1.0661,0.000369054,0.000369054,0.000369054
32,33538.5,1.3888,1.15042,1.06553,0.6403,0.59526,0.6198,0.44716,1.36709,1.1582,1.06638,0.000351056,0.000351056,0.000351056
33,35125.2,1.37235,1.11401,1.05014,0.69266,0.58824,0.63311,0.45138,1.3785,1.1522,1.05125,0.000333058,0.000333058,0.000333058
34,36874.8,1.38765,1.13994,1.05609,0.61359,0.65159,0.64349,0.453,1.3962,1.12871,1.0561,0.000315059,0.000315059,0.000315059
35,38339.9,1.38183,1.12036,1.05396,0.58924,0.63303,0.63658,0.47288,1.36609,1.1235,1.04635,0.000297061,0.000297061,0.000297061
36,39346.2,1.37823,1.13319,1.05538,0.66367,0.6223,0.64355,0.4639,1.36583,1.1371,1.04744,0.000279063,0.000279063,0.000279063
37,40211,1.36867,1.11409,1.04967,0.68884,0.64315,0.65226,0.47534,1.36271,1.13136,1.04019,0.000261065,0.000261065,0.000261065
38,41074.2,1.34656,1.09483,1.03641,0.61279,0.6523,0.64773,0.47214,1.36569,1.11345,1.05898,0.000243067,0.000243067,0.000243067
39,41919.5,1.3523,1.11247,1.045,0.66792,0.61366,0.6425,0.46129,1.35397,1.13045,1.05077,0.000225068,0.000225068,0.000225068
40,42755.2,1.3556,1.10812,1.04322,0.69475,0.61303,0.64833,0.46678,1.35342,1.12745,1.0448,0.00020707,0.00020707,0.00020707
41,43600.8,1.36979,1.11802,1.04601,0.63954,0.63935,0.6471,0.49164,1.35345,1.1298,1.04609,0.000189072,0.000189072,0.000189072
42,44446.2,1.35373,1.09377,1.04411,0.66532,0.62896,0.64694,0.48167,1.34932,1.12109,1.04598,0.000171074,0.000171074,0.000171074
43,45287.5,1.34609,1.09085,1.03489,0.68265,0.62133,0.64015,0.47354,1.34514,1.12533,1.04353,0.000153076,0.000153076,0.000153076
44,46130.5,1.35031,1.09041,1.04091,0.64349,0.65504,0.64328,0.47793,1.35667,1.11772,1.04915,0.000135077,0.000135077,0.000135077
45,46981,1.32717,1.0811,1.03287,0.6246,0.66419,0.64713,0.48225,1.35006,1.11593,1.04738,0.000117079,0.000117079,0.000117079
46,47823.7,1.32097,1.07493,1.02722,0.6386,0.65179,0.63899,0.46641,1.35418,1.14087,1.03953,9.9081e-05,9.9081e-05,9.9081e-05
47,48670.3,1.32128,1.06592,1.03033,0.64347,0.63625,0.63969,0.47496,1.35951,1.11541,1.05487,8.10828e-05,8.10828e-05,8.10828e-05
48,49480.3,1.32443,1.07143,1.0332,0.62712,0.6409,0.64696,0.4822,1.35202,1.1163,1.05515,6.30846e-05,6.30846e-05,6.30846e-05
49,50315.9,1.31438,1.06112,1.0287,0.61081,0.66397,0.64334,0.48914,1.3511,1.11675,1.05084,4.50864e-05,4.50864e-05,4.50864e-05
50,51157.6,1.31523,1.05842,1.02379,0.70589,0.59153,0.64864,0.48751,1.35282,1.11775,1.05078,2.70882e-05,2.70882e-05,2.70882e-05
